sample;Segment;sp.s;subject.s;chimericPoint;sp;subject;insertionCoord;NbChimera
FAW5;Segment_35;cotesia_flavipes;BCTG00000022;2571663;spodoptera_frugiperda;NC_064224.1;6776915;1
FAW5;Segment_35;cotesia_flavipes;BCTG00000022;2571663;spodoptera_frugiperda;NC_064226.1;14194185;1
FAW5;Segment_35;cotesia_flavipes;BCTG00000022;2571663;spodoptera_frugiperda;NC_064238.1;6945175;1
FAW5;Segment_35;cotesia_flavipes;BCTG00000022;2571663;spodoptera_frugiperda;NC_064241.1;4975416;1
FAW5;Segment_35;cotesia_flavipes;BCTG00000022;2571664;spodoptera_frugiperda;NC_064236.1;18260568;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959350;spodoptera_frugiperda;NC_064219.1;11262733;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959350;spodoptera_frugiperda;NC_064234.1;5395422;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959352;spodoptera_frugiperda;NC_064213.1;5288527;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959389;spodoptera_frugiperda;NC_064213.1;9106096;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959389;spodoptera_frugiperda;NC_064237.1;2923251;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959390;spodoptera_frugiperda;NC_064216.1;11619276;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959390;spodoptera_frugiperda;NC_064223.1;8369963;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959390;spodoptera_frugiperda;NC_064236.1;4769882;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959390;spodoptera_frugiperda;NC_064239.1;11763258;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959390;spodoptera_frugiperda;NC_064240.1;4068906;1
FAW5;Segment_4;cotesia_flavipes;BCTG00000014;959391;spodoptera_frugiperda;NC_064233.1;3737940;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024238;spodoptera_frugiperda;NC_064219.1;6409233;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024278;spodoptera_frugiperda;NC_064213.1;6952816;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024278;spodoptera_frugiperda;NC_064215.1;7883567;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024278;spodoptera_frugiperda;NC_064236.1;20683660;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024278;spodoptera_frugiperda;NC_064242.1;5248162;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024278;spodoptera_frugiperda;NC_064242.1;10130698;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024278;spodoptera_frugiperda;NC_064242.1;10130706;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024279;spodoptera_frugiperda;NC_064213.1;197651;1
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024279;spodoptera_frugiperda;NC_064223.1;4497977;2
FAW5;Segment_10;cotesia_flavipes;BCTG00000014;1024279;spodoptera_frugiperda;NC_064234.1;5928924;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024982;spodoptera_frugiperda;NC_064226.1;8780731;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024982;spodoptera_frugiperda;NW_026095724.1;2502;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024983;spodoptera_frugiperda;NC_064227.1;4687143;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024983;spodoptera_frugiperda;NC_064227.1;8117876;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024983;spodoptera_frugiperda;NC_064230.1;7791058;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024983;spodoptera_frugiperda;NC_064236.1;12562428;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1024984;spodoptera_frugiperda;NC_064240.1;2819173;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025017;spodoptera_frugiperda;NC_064219.1;9554238;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025018;spodoptera_frugiperda;NC_064214.1;6166988;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025019;spodoptera_frugiperda;NC_064213.1;11560341;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025019;spodoptera_frugiperda;NC_064215.1;5497229;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025019;spodoptera_frugiperda;NC_064238.1;9348344;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025020;spodoptera_frugiperda;NC_064241.1;5085049;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025023;spodoptera_frugiperda;NC_064239.1;7977954;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025024;spodoptera_frugiperda;NC_064237.1;11987977;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025024;spodoptera_frugiperda;NC_064239.1;9957151;1
FAW5;Segment_17;cotesia_flavipes;BCTG00000014;1025024;spodoptera_frugiperda;NW_026095719.1;57330;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;76998;spodoptera_frugiperda;NC_064216.1;4773872;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;76999;spodoptera_frugiperda;NC_064216.1;11824894;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;76999;spodoptera_frugiperda;NC_064242.1;5502849;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77002;spodoptera_frugiperda;NC_064217.1;5351375;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77003;spodoptera_frugiperda;NC_064217.1;137579;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77010;spodoptera_frugiperda;NC_064221.1;824958;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77046;spodoptera_frugiperda;NC_064236.1;6487938;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77046;spodoptera_frugiperda;NW_026095725.1;184835;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77048;spodoptera_frugiperda;NC_064216.1;8153392;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77048;spodoptera_frugiperda;NC_064232.1;271917;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77048;spodoptera_frugiperda;NC_064242.1;8695827;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064216.1;5486364;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064218.1;10360225;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064219.1;3221252;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064220.1;3610080;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064226.1;8055124;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064229.1;6064283;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064231.1;3556872;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77049;spodoptera_frugiperda;NC_064238.1;172562;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77050;spodoptera_frugiperda;NC_064212.1;10700830;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77050;spodoptera_frugiperda;NC_064215.1;5057080;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77050;spodoptera_frugiperda;NC_064223.1;4029500;1
FAW5;Segment_24;cotesia_flavipes;BCTG00000099;77050;spodoptera_frugiperda;NC_064232.1;2431750;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23410;spodoptera_frugiperda;NC_064215.1;12199194;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23410;spodoptera_frugiperda;NC_064219.1;11411051;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23410;spodoptera_frugiperda;NC_064239.1;4349955;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23410;spodoptera_frugiperda;NC_064242.1;1336765;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23410;spodoptera_frugiperda;NC_064242.1;8883207;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23411;spodoptera_frugiperda;NC_064212.1;12734672;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23411;spodoptera_frugiperda;NC_064221.1;10630095;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23411;spodoptera_frugiperda;NC_064236.1;9525373;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23411;spodoptera_frugiperda;NC_064242.1;2777109;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23411;spodoptera_frugiperda;NC_064242.1;13201021;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23414;spodoptera_frugiperda;NC_064226.1;7121661;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23415;spodoptera_frugiperda;NC_064242.1;715028;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23415;spodoptera_frugiperda;NW_026095725.1;150503;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23457;spodoptera_frugiperda;NC_064242.1;7689320;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23459;spodoptera_frugiperda;NC_064221.1;6435079;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23459;spodoptera_frugiperda;NC_064226.1;5721851;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23459;spodoptera_frugiperda;NC_064231.1;5897873;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23459;spodoptera_frugiperda;NC_064234.1;5670799;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23461;spodoptera_frugiperda;NC_064218.1;8110888;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23461;spodoptera_frugiperda;NC_064228.1;7222684;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23461;spodoptera_frugiperda;NC_064236.1;14051907;1
FAW5;Segment_27;cotesia_flavipes;BCTG00000099;23461;spodoptera_frugiperda;NC_064240.1;13624395;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56545;spodoptera_frugiperda;NC_064219.1;3220361;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56545;spodoptera_frugiperda;NC_064236.1;16145941;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56546;spodoptera_frugiperda;NC_064222.1;5616598;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56546;spodoptera_frugiperda;NC_064239.1;19075;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56609;spodoptera_frugiperda;NC_064239.1;3161564;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56612;spodoptera_frugiperda;NC_064217.1;12945619;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56612;spodoptera_frugiperda;NC_064220.1;1680815;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56612;spodoptera_frugiperda;NC_064226.1;5559845;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56612;spodoptera_frugiperda;NC_064233.1;2992205;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56613;spodoptera_frugiperda;NC_064218.1;10942360;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56613;spodoptera_frugiperda;NC_064222.1;10033297;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56613;spodoptera_frugiperda;NC_064237.1;265905;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56613;spodoptera_frugiperda;NC_064237.1;5374975;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56613;spodoptera_frugiperda;NC_064242.1;2529270;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56614;spodoptera_frugiperda;NC_064218.1;9124955;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56614;spodoptera_frugiperda;NC_064218.1;9911031;1
FAW5;Segment_32;cotesia_flavipes;BCTG00000099;56616;spodoptera_frugiperda;NC_064223.1;35836;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305048;spodoptera_frugiperda;NC_064218.1;8604548;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305048;spodoptera_frugiperda;NC_064242.1;7067502;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305049;spodoptera_frugiperda;NC_064236.1;14573967;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305049;spodoptera_frugiperda;NC_064241.1;9601729;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305095;spodoptera_frugiperda;NC_064241.1;2680324;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305096;spodoptera_frugiperda;NC_064218.1;10463059;1
FAW5;Segment_11;cotesia_flavipes;BCTG00000015;1305098;spodoptera_frugiperda;NC_064213.1;8438404;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313423;spodoptera_frugiperda;NC_064215.1;10648779;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313423;spodoptera_frugiperda;NC_064236.1;9526326;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313423;spodoptera_frugiperda;NC_064237.1;11391415;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313424;spodoptera_frugiperda;NC_064219.1;8507521;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313424;spodoptera_frugiperda;NC_064233.1;3777285;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313425;spodoptera_frugiperda;NC_064229.1;3747051;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313477;spodoptera_frugiperda;NC_064234.1;8646157;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313477;spodoptera_frugiperda;NC_064237.1;2243302;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313482;spodoptera_frugiperda;NC_064221.1;4029503;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313483;spodoptera_frugiperda;NC_064217.1;9627349;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313483;spodoptera_frugiperda;NC_064228.1;8901720;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313483;spodoptera_frugiperda;NC_064235.1;2814553;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313484;spodoptera_frugiperda;NC_064220.1;6324386;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313484;spodoptera_frugiperda;NC_064231.1;7300588;1
FAW5;Segment_12;cotesia_flavipes;BCTG00000015;1313484;spodoptera_frugiperda;NC_064241.1;7023624;1
FAW5;Segment_14;cotesia_flavipes;BCTG00000015;1277085;spodoptera_frugiperda;NC_064220.1;718558;1
FAW5;Segment_14;cotesia_flavipes;BCTG00000015;1277087;spodoptera_frugiperda;NC_064224.1;10024059;1
FAW5;Segment_14;cotesia_flavipes;BCTG00000015;1277094;spodoptera_frugiperda;NC_064218.1;12242743;1
FAW5;Segment_14;cotesia_flavipes;BCTG00000015;1277125;spodoptera_frugiperda;NC_064213.1;8344000;1
FAW5;Segment_14;cotesia_flavipes;BCTG00000015;1277125;spodoptera_frugiperda;NC_064218.1;79643;1
FAW5;Segment_14;cotesia_flavipes;BCTG00000015;1277126;spodoptera_frugiperda;NC_064226.1;13202601;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972743;spodoptera_frugiperda;NC_064215.1;5557672;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972743;spodoptera_frugiperda;NC_064236.1;5100018;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972743;spodoptera_frugiperda;NC_064236.1;12195600;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972743;spodoptera_frugiperda;NC_064240.1;12774829;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064213.1;8097242;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064215.1;3797546;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064215.1;7845618;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064215.1;8786478;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064220.1;4109506;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064221.1;8935071;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064224.1;4415485;2
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064224.1;4487027;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064226.1;12542287;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064229.1;10912278;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064237.1;12023479;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064240.1;7929757;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064241.1;53442;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064242.1;5329041;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972744;spodoptera_frugiperda;NC_064242.1;11646966;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972745;spodoptera_frugiperda;NC_064217.1;9672458;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972745;spodoptera_frugiperda;NW_026095741.1;10167;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972779;spodoptera_frugiperda;NC_064241.1;12110198;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972780;spodoptera_frugiperda;NC_064212.1;12435088;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972780;spodoptera_frugiperda;NC_064216.1;2756664;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972780;spodoptera_frugiperda;NC_064238.1;11555199;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972780;spodoptera_frugiperda;NC_064241.1;532090;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972780;spodoptera_frugiperda;NC_064241.1;7028937;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064212.1;3199522;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064212.1;13500000;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064213.1;4658668;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064214.1;1637218;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064216.1;6102110;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064218.1;1391692;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064219.1;4708879;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064221.1;10531245;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064224.1;3060932;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064225.1;8024500;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064229.1;1512605;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064236.1;812069;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064237.1;12946733;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972783;spodoptera_frugiperda;NC_064242.1;10528340;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064213.1;10383715;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064214.1;9192350;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064215.1;7534393;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064216.1;10411873;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064217.1;2380808;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064217.1;2882347;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064221.1;7372993;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064227.1;818608;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064232.1;1664403;1
FAW5;Segment_1;cotesia_flavipes;BCTG00000004;8972784;spodoptera_frugiperda;NC_064233.1;800918;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064212.1;9286311;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064216.1;10632839;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064225.1;9003098;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064229.1;6652387;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064240.1;910108;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064240.1;12156232;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269174;spodoptera_frugiperda;NC_064242.1;3458913;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269175;spodoptera_frugiperda;NC_064217.1;3047428;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269176;spodoptera_frugiperda;NC_064230.1;6864843;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269176;spodoptera_frugiperda;NC_064240.1;3209341;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269176;spodoptera_frugiperda;NC_064242.1;713567;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269177;spodoptera_frugiperda;NC_064234.1;10356938;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269177;spodoptera_frugiperda;NC_064236.1;21490356;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269179;spodoptera_frugiperda;NC_064213.1;7848747;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269180;spodoptera_frugiperda;NC_064229.1;7745075;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269182;spodoptera_frugiperda;NC_064213.1;8088665;2
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269212;spodoptera_frugiperda;NC_064217.1;11993316;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064212.1;8618367;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064214.1;2561505;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064216.1;494745;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064217.1;3913255;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064224.1;9775444;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064229.1;8044557;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064231.1;4964179;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269215;spodoptera_frugiperda;NC_064236.1;14921870;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269216;spodoptera_frugiperda;NC_064214.1;87399;1
FAW5;Segment_26;cotesia_flavipes;BCTG00000004;9269216;spodoptera_frugiperda;NC_064222.1;10456730;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164290;spodoptera_frugiperda;NC_064217.1;512745;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164290;spodoptera_frugiperda;NC_064222.1;8335;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164290;spodoptera_frugiperda;NC_064226.1;1411233;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164290;spodoptera_frugiperda;NW_026095716.1;15819;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164291;spodoptera_frugiperda;NC_064214.1;12590109;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164291;spodoptera_frugiperda;NC_064216.1;6799929;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164291;spodoptera_frugiperda;NC_064229.1;11138341;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164291;spodoptera_frugiperda;NC_064236.1;9072119;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164292;spodoptera_frugiperda;NC_064213.1;5094419;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164292;spodoptera_frugiperda;NC_064219.1;1468535;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164297;spodoptera_frugiperda;NC_064221.1;2648720;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164351;spodoptera_frugiperda;NC_064240.1;682418;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164360;spodoptera_frugiperda;NC_064229.1;7415203;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164361;spodoptera_frugiperda;NC_064215.1;10992144;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164361;spodoptera_frugiperda;NC_064228.1;5377389;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164361;spodoptera_frugiperda;NC_064238.1;537054;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164361;spodoptera_frugiperda;NC_064240.1;7363010;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164362;spodoptera_frugiperda;NC_064231.1;8713586;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164362;spodoptera_frugiperda;NC_064232.1;1851796;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164363;spodoptera_frugiperda;NC_064216.1;444248;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164363;spodoptera_frugiperda;NC_064234.1;7746656;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164363;spodoptera_frugiperda;NC_064234.1;10056076;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164363;spodoptera_frugiperda;NC_064238.1;168532;1
FAW5;Segment_28;cotesia_flavipes;BCTG00000029;2164363;spodoptera_frugiperda;NC_064241.1;6049121;1
SfCi1;Segment_24;cotesia_icipe;scf7180000008879;91094;spodoptera_frugiperda;NC_064227.1;6823246;1
SfCi1;Segment_24;cotesia_icipe;scf7180000008879;91094;spodoptera_frugiperda;NC_064238.1;13337402;1
SfCi1;Segment_24;cotesia_icipe;scf7180000008879;91094;spodoptera_frugiperda;NC_064242.1;4078510;1
